C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_10_767.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_10_767.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_10_767.jpg,0,0,0,2.611347E-05
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_10_854.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_10_854.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_10_854.jpg,0,0,0,1.453494E-05
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_10_946.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_10_946.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_10_946.jpg,0,0,0,7.055262E-06
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_034.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_034.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_034.jpg,0,0,0,1.184304E-05
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_125.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_125.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_125.jpg,0,0,0,8.628521E-07
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_213.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_213.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_213.jpg,0,0,0,5.926899E-06
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_302.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_302.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_302.jpg,0,0,0,6.076706E-06
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_397.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_397.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_397.jpg,0,0,0,1.283804E-05
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_483.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_483.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_483.jpg,0,0,0,1.823094E-05
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_572.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_572.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_572.jpg,0,0,0,6.466271E-06
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_662.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_662.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_662.jpg,0,0,0,7.86641E-06
C:\Users\chenyang\Documents\CPER\Sim2\IMG\center_2019_06_21_13_49_11_754.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\left_2019_06_21_13_49_11_754.jpg,C:\Users\chenyang\Documents\CPER\Sim2\IMG\right_2019_06_21_13_49_11_754.jpg,0,0,0,2.008962E-05
